Fri Nov 29 23:17:59 2024    profile_output

         10015535 function calls (9984484 primitive calls) in 17.521 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\threading.py:281(__init__)
       22    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:262(x1)
       14    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\colors.py:1455(scaled)
        8    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\pyplot.py:348(_get_backend_mod)
       87    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:2129(get_matrix)
      114    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\colors.py:1285(vmin)
        9    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\threading.py:303(__enter__)
        1    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\image.py:301(set_alpha)
       17    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\spines.py:594(__len__)
        6    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\cbook.py:1728(safe_first_element)
        1    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\markers.py:511(_set_circle)
        1    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\warnings.py:118(_formatwarnmsg)
        8    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:2543(get_minpos)
        4    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\IPython\lib\pretty.py:281(begin_group)
        8    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\collections.py:789(get_edgecolor)
       26    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
       71    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\ticker.py:1762(tick_values)
       27    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
       23    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\cycler\__init__.py:185(keys)
        7    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\pathlib\_local.py:505(__new__)
       20    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\queue.py:267(_qsize)
       22    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\IPython\core\formatters.py:276(_get_type)
       10    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\ma\core.py:221(_recursive_fill_value)
        1    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\warnings.py:35(_formatwarnmsg_impl)
        4    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\PIL\Image.py:891(load)
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\PIL\PngImagePlugin.py:333(add_text)
        1    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\traitlets\traitlets.py:1523(notify_change)
       70    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\lib\_stride_tricks_impl.py:355(<genexpr>)
       32    0.000    0.000    0.000    0.000 {method '__exit__' of 'numpy.nditer' objects}
        8    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:2786(get_minpos)
        3    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\rcsetup.py:151(validate_bool)
       32    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        4    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\threading.py:398(notify)
        6    0.000    0.000    0.000    0.000 {built-in method _heapq.heappush}
        6    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\weakref.py:510(update)
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axes\_base.py:2211(_sci)
       83    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\multiarray.py:1101(copyto)
        1    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\gridspec.py:466(__init__)
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\re\__init__.py:287(compile)
       20    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\inspect.py:302(isclass)
        6    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\collections.py:860(_set_mappable_flags)
       60    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\cm.py:528(norm)
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\pyplot.py:554(draw_if_interactive)
        6    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:1969(set_pickradius)
       21    0.000    0.000    0.000    0.000 {built-in method nt._path_splitroot_ex}
        2    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\matplotlib_inline\backend_inline.py:255(_is_transparent)
        1    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\zmq\utils\garbage.py:188(store)
        4    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\colorbar.py:1253(_get_extension_lengths)
       80    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\multiarray.py:684(result_type)
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\figure.py:907(clear)
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\inspect.py:3078(replace)
        3    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\figure.py:1692(_process_projection_requirements)
        4    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\ipykernel\iostream.py:725(_hooks)
      116    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\inspect.py:2775(name)
       19    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:542(formatter)
        2    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\zmq\sugar\context.py:285(_rm_socket)
        7    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\pathlib\_local.py:237(_format_parsed_parts)
        2    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\ipykernel\zmqshell.py:74(_hooks)
        1    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\colorbar.py:1334(_normalize_location_orientation)
        9    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\fromnumeric.py:3571(ndim)
        8    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\cbook.py:501(is_scalar_or_string)
        1    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\traitlets\traitlets.py:1527(_notify_observers)
        6    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axes\_base.py:2482(_unit_change_handler)
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\warnings.py:188(_add_filter)
        1    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\IPython\core\history.py:839(_writeout_output_cache)
      100    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\inspect.py:3070(parameters)
        8    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\IPython\lib\pretty.py:119(_safe_getattr)
       32    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\asyncio\events.py:157(cancel)
       10    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\figure.py:162(<genexpr>)
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\pyplot.py:1117(get_fignums)
       57    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:1004(minpos)
       18    0.000    0.000    0.000    0.000 {built-in method time.time}
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\colors.py:322(_to_rgba_no_colorcycle)
        6    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\figure.py:163(<lambda>)
        7    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\ticker.py:520(set_useLocale)
        6    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\ipykernel\iostream.py:213(_is_master_process)
        6    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\IPython\lib\pretty.py:504(enq)
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\re\__init__.py:330(_compile)
        2    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\IPython\lib\pretty.py:426(_in_deferred_types)
        6    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\gridspec.py:216(_normalize)
        9    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\ma\core.py:817(is_string_or_list_of_strings)
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\figure.py:1659(_gci)
       32    0.000    0.000    0.000    0.000 {built-in method math.isfinite}
        2    0.000    0.000    0.000    0.000 <frozen genericpath>:157(_splitext)
        5    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\logging\__init__.py:1497(debug)
        6    0.000    0.000    0.000    0.000 {built-in method _heapq.heappop}
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axes\_base.py:1814(set_anchor)
       40    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\fromnumeric.py:2983(_ptp_dispatcher)
        7    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\collections.py:562(get_offsets)
       24    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\json\encoder.py:105(__init__)
       30    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\artist.py:885(get_clip_box)
       24    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:776(get_scale)
        4    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\IPython\lib\pretty.py:305(end_group)
        6    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\figure.py:218(get_children)
        4    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\backend_bases.py:1256(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\zmq\utils\garbage.py:174(is_alive)
       23    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\figure.py:83(as_list)
       38    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\zmq\eventloop\zmqstream.py:538(receiving)
       22    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\IPython\core\formatters.py:361(_check_return)
       36    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\fromnumeric.py:2491(_any_dispatcher)
        8    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\tornado\ioloop.py:541(time)
        2    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.map_buffer}
       28    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\artist.py:881(get_clip_on)
        6    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\figure.py:370(get_facecolor)
        4    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\collections.py:567(_get_default_linewidth)
       36    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\PIL\Image.py:3068(_check_size)
        6    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\cycler\__init__.py:334(__len__)
       22    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:692(isDefault_majloc)
       34    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\artist.py:889(get_clip_path)
        2    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.fill}
        6    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\threading.py:318(_is_owned)
        8    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\numeric.py:1937(isscalar)
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\inspect.py:764(unwrap)
        5    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\collections.py:483(set_urls)
       24    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\image.py:756(set_interpolation)
       12    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\jupyter_client\jsonutil.py:38(_ensure_tzinfo)
        8    0.000    0.000    0.000    0.000 {method 'result_type' of 'numpy._core._multiarray_umath._array_converter' objects}
        8    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\threading.py:306(__exit__)
       13    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\path.py:737(unit_rectangle)
       11    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:272(y1)
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\inspect.py:176(get_annotations)
       35    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\fromnumeric.py:2606(_all_dispatcher)
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\collections.py:2032(get_edgecolor)
       13    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        3    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\spines.py:548(from_dict)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
        3    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\shape_base.py:367(_stack_dispatcher)
       16    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\lib\_type_check_impl.py:131(imag)
        2    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\IPython\lib\pretty.py:499(__init__)
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\collections.py:2038(get_facecolor)
       34    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\backend_bases.py:875(set_clip_rectangle)
        8    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\PIL\Image.py:560(im)
        4    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.generic' objects}
       36    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\bezier.py:242(degree)
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\PIL\_util.py:9(is_path)
       36    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\lib\_arraysetops_impl.py:140(_unique_dispatcher)
        4    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\figure.py:3237(<lambda>)
        2    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\traitlets\traitlets.py:3624(validate_elements)
        3    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\image.py:1007(get_extent)
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\_weakrefset.py:115(discard)
      6/3    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:2416(<lambda>)
        4    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axes\_base.py:2960(<genexpr>)
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\warnings.py:488(__enter__)
       34    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\colors.py:1307(clip)
       18    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\artist.py:846(get_in_layout)
       11    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
        6    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\contextlib.py:552(_push_exit_callback)
        4    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\threading.py:1427(current_thread)
        6    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\asyncio\events.py:129(__lt__)
        9    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:1019(minposx)
        4    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\collections.py:738(_get_default_antialiased)
       27    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\fromnumeric.py:2123(_shape_dispatcher)
        3    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\artist.py:934(set_rasterized)
       23    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\asyncio\base_events.py:458(create_future)
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\colorbar.py:1354(_get_orientation_from_location)
        6    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.StringIO' objects}
       32    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\lib\_function_base_impl.py:5614(_append_dispatcher)
       27    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:2284(get_label_position)
        8    0.000    0.000    0.000    0.000 {built-in method _contextvars.copy_context}
       16    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:842(_set_autoscale_on)
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\_pylab_helpers.py:89(get_all_fig_managers)
        9    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
       32    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\numeric.py:373(_full_like_dispatcher)
        6    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\PIL\Image.py:567(im)
       32    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\lib\_polynomial_impl.py:159(_roots_dispatcher)
        3    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\projections\__init__.py:110(get_projection_class)
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\backend_bases.py:3514(draw_if_interactive)
        3    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\colorbar.py:970(set_alpha)
        3    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axes\_base.py:3485(set_axis_on)
        2    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
        1    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\artist.py:903(set_clip_on)
        8    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\IPython\lib\pretty.py:314(flush)
        8    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\gridspec.py:766(update)
        6    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\weakref.py:417(__len__)
        4    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\gridspec.py:541(__init__)
       21    0.000    0.000    0.000    0.000 <frozen _collections_abc>:850(__init__)
        3    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\artist.py:1377(set_mouseover)
       11    0.000    0.000    0.000    0.000 {method 'get' of '_contextvars.ContextVar' objects}
       36    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\lib\_shape_base_impl.py:1093(_kron_dispatcher)
       10    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\ma\core.py:310(_scalar_fill_value)
        6    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\artist.py:1105(get_zorder)
       21    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axes\_base.py:1168(get_axes_locator)
       19    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.zip_encoder}
       28    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\cbook.py:97(__init__)
        9    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:1034(minposy)
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\_pylab_helpers.py:117(set_active)
       18    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:838(_get_autoscale_on)
       24    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\inspect.py:2869(__init__)
       18    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\lib\_function_base_impl.py:1382(_diff_dispatcher)
        1    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\image.py:784(set_interpolation_stage)
       21    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axes\_base.py:797(get_window_extent)
       10    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'setimage' of 'ImagingEncoder' objects}
       33    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\threading.py:605(is_set)
